term,tf,df,doc_frac,idf,jargon_score
abut,7,7,0.0007,8.130998825296679,16.90793673267186
airspace,7,4,0.0004,8.601002454542416,17.88528180406573
left-divisional,7,7,0.0007,8.130998825296679,16.90793673267186
bbs,7,4,0.0004,8.601002454542416,17.88528180406573
pulp,7,6,0.0006,8.264530217921202,17.185607457613653
ulcers,7,7,0.0007,8.130998825296679,16.90793673267186
ventrum,7,5,0.0005,8.41868089774846,17.506154784924643
hemivertebra,7,7,0.0007,8.130998825296679,16.90793673267186
centrally-organized,7,7,0.0007,8.130998825296679,16.90793673267186
strangulation,7,7,0.0007,8.130998825296679,16.90793673267186
encircling,7,7,0.0007,8.130998825296679,16.90793673267186
curves,7,7,0.0007,8.130998825296679,16.90793673267186
pu,7,7,0.0007,8.130998825296679,16.90793673267186
red-tinged,7,7,0.0007,8.130998825296679,16.90793673267186
prioritize,7,7,0.0007,8.130998825296679,16.90793673267186
caudolaterally,7,7,0.0007,8.130998825296679,16.90793673267186
tr,7,4,0.0004,8.601002454542416,17.88528180406573
spur-like,7,6,0.0006,8.264530217921202,17.185607457613653
uremic,7,7,0.0007,8.130998825296679,16.90793673267186
varus,7,6,0.0006,8.264530217921202,17.185607457613653
mid-jejunum,7,7,0.0007,8.130998825296679,16.90793673267186
tissular,7,6,0.0006,8.264530217921202,17.185607457613653
define,7,7,0.0007,8.130998825296679,16.90793673267186
differentiated,7,7,0.0007,8.130998825296679,16.90793673267186
indiscernible,7,6,0.0006,8.264530217921202,17.185607457613653
comet,7,3,0.0003,8.824146005856626,18.34929577442647
interrupted,7,7,0.0007,8.130998825296679,16.90793673267186
down,7,7,0.0007,8.130998825296679,16.90793673267186
effusions,7,7,0.0007,8.130998825296679,16.90793673267186
inapparent,7,7,0.0007,8.130998825296679,16.90793673267186
block,7,7,0.0007,8.130998825296679,16.90793673267186
exacerbate,7,7,0.0007,8.130998825296679,16.90793673267186
jpgs,7,7,0.0007,8.130998825296679,16.90793673267186
translocation,7,7,0.0007,8.130998825296679,16.90793673267186
phenotype,7,7,0.0007,8.130998825296679,16.90793673267186
deformation,7,6,0.0006,8.264530217921202,17.185607457613653
moderate-sized,7,7,0.0007,8.130998825296679,16.90793673267186
sets,7,7,0.0007,8.130998825296679,16.90793673267186
prescapular,7,4,0.0004,8.601002454542416,17.88528180406573
captured,7,7,0.0007,8.130998825296679,16.90793673267186
surgically,7,7,0.0007,8.130998825296679,16.90793673267186
myelomalacia,7,7,0.0007,8.130998825296679,16.90793673267186
lacks,7,7,0.0007,8.130998825296679,16.90793673267186
develops,7,7,0.0007,8.130998825296679,16.90793673267186
nutrient,7,7,0.0007,8.130998825296679,16.90793673267186
coli,7,7,0.0007,8.130998825296679,16.90793673267186
defecate,7,7,0.0007,8.130998825296679,16.90793673267186
subiliac,7,5,0.0005,8.41868089774846,17.506154784924643
viscerocranium,7,7,0.0007,8.130998825296679,16.90793673267186
progresses,7,7,0.0007,8.130998825296679,16.90793673267186
abundance,7,7,0.0007,8.130998825296679,16.90793673267186
fleshed,7,7,0.0007,8.130998825296679,16.90793673267186
adherent,7,7,0.0007,8.130998825296679,16.90793673267186
years,7,7,0.0007,8.130998825296679,16.90793673267186
embolism,7,7,0.0007,8.130998825296679,16.90793673267186
nodal,7,7,0.0007,8.130998825296679,16.90793673267186
fibrocartilaginous,7,7,0.0007,8.130998825296679,16.90793673267186
consumption,7,5,0.0005,8.41868089774846,17.506154784924643
compress,7,7,0.0007,8.130998825296679,16.90793673267186
lymphangectasia,7,7,0.0007,8.130998825296679,16.90793673267186
referrable,7,7,0.0007,8.130998825296679,16.90793673267186
fluids,7,7,0.0007,8.130998825296679,16.90793673267186
traversing,7,7,0.0007,8.130998825296679,16.90793673267186
exaggerated,7,7,0.0007,8.130998825296679,16.90793673267186
radiologist,7,7,0.0007,8.130998825296679,16.90793673267186
gyri,7,6,0.0006,8.264530217921202,17.185607457613653
peri-lesional,7,5,0.0005,8.41868089774846,17.506154784924643
sizes,7,7,0.0007,8.130998825296679,16.90793673267186
hiatus,7,6,0.0006,8.264530217921202,17.185607457613653
oliguria,7,6,0.0006,8.264530217921202,17.185607457613653
ligature,7,4,0.0004,8.601002454542416,17.88528180406573
dilute,7,7,0.0007,8.130998825296679,16.90793673267186
bronchovascular,7,6,0.0006,8.264530217921202,17.185607457613653
axially,7,6,0.0006,8.264530217921202,17.185607457613653
insert,7,7,0.0007,8.130998825296679,16.90793673267186
stranguria,7,7,0.0007,8.130998825296679,16.90793673267186
erroneously,7,7,0.0007,8.130998825296679,16.90793673267186
here,7,7,0.0007,8.130998825296679,16.90793673267186
extraction,7,6,0.0006,8.264530217921202,17.185607457613653
concurrently,7,7,0.0007,8.130998825296679,16.90793673267186
directions,7,7,0.0007,8.130998825296679,16.90793673267186
attributable,6,6,0.0006,8.264530217921202,16.082033228227186
peyer,6,4,0.0004,8.601002454542416,16.73677796834375
obstruct,6,6,0.0006,8.264530217921202,16.082033228227186
patches,6,5,0.0005,8.41868089774846,16.381996600586824
tomorrow,6,6,0.0006,8.264530217921202,16.082033228227186
azygous,6,2,0.0002,9.111828078308406,17.7307987340275
semi,6,6,0.0006,8.264530217921202,16.082033228227186
ileocecal,6,6,0.0006,8.264530217921202,16.082033228227186
heterobilharzia,6,4,0.0004,8.601002454542416,16.73677796834375
sectional,6,6,0.0006,8.264530217921202,16.082033228227186
adult,6,6,0.0006,8.264530217921202,16.082033228227186
pre-hepatic,6,5,0.0005,8.41868089774846,16.381996600586824
articulated,6,6,0.0006,8.264530217921202,16.082033228227186
pregnancy,6,6,0.0006,8.264530217921202,16.082033228227186
endosteal,6,5,0.0005,8.41868089774846,16.381996600586824
thrust,6,6,0.0006,8.264530217921202,16.082033228227186
jpegs,6,6,0.0006,8.264530217921202,16.082033228227186
displaying,6,5,0.0005,8.41868089774846,16.381996600586824
tape,6,6,0.0006,8.264530217921202,16.082033228227186
tuberosities,6,6,0.0006,8.264530217921202,16.082033228227186
procurvatum,6,6,0.0006,8.264530217921202,16.082033228227186
inflamed,6,4,0.0004,8.601002454542416,16.73677796834375
fiber,6,3,0.0003,8.824146005856626,17.170995269542313
personnel,6,5,0.0005,8.41868089774846,16.381996600586824
myxosarcoma,6,6,0.0006,8.264530217921202,16.082033228227186
insufficient,6,5,0.0005,8.41868089774846,16.381996600586824
stenosing,6,5,0.0005,8.41868089774846,16.381996600586824
misshapened,6,6,0.0006,8.264530217921202,16.082033228227186
intraosseous,6,4,0.0004,8.601002454542416,16.73677796834375
medium-sized,6,6,0.0006,8.264530217921202,16.082033228227186
peri-hepatic,6,6,0.0006,8.264530217921202,16.082033228227186
paraesophageal,6,5,0.0005,8.41868089774846,16.381996600586824
entrance,6,6,0.0006,8.264530217921202,16.082033228227186
performance,6,6,0.0006,8.264530217921202,16.082033228227186
pieces,6,5,0.0005,8.41868089774846,16.381996600586824
turns,6,6,0.0006,8.264530217921202,16.082033228227186
smallest,6,6,0.0006,8.264530217921202,16.082033228227186
tta,6,3,0.0003,8.824146005856626,17.170995269542313
flanking,6,5,0.0005,8.41868089774846,16.381996600586824
arytenoid,6,4,0.0004,8.601002454542416,16.73677796834375
textured,6,3,0.0003,8.824146005856626,17.170995269542313
presphenoid,6,3,0.0003,8.824146005856626,17.170995269542313
action,6,6,0.0006,8.264530217921202,16.082033228227186
drain,6,5,0.0005,8.41868089774846,16.381996600586824
masticatory,6,3,0.0003,8.824146005856626,17.170995269542313
points,6,6,0.0006,8.264530217921202,16.082033228227186
elevations,6,6,0.0006,8.264530217921202,16.082033228227186
inconclusive,6,6,0.0006,8.264530217921202,16.082033228227186
mid-jejunal,6,6,0.0006,8.264530217921202,16.082033228227186
phytobezoar,6,6,0.0006,8.264530217921202,16.082033228227186
standing,6,6,0.0006,8.264530217921202,16.082033228227186
hemoptysis,6,6,0.0006,8.264530217921202,16.082033228227186
aki,6,6,0.0006,8.264530217921202,16.082033228227186
flex,6,6,0.0006,8.264530217921202,16.082033228227186
away,6,6,0.0006,8.264530217921202,16.082033228227186
cervicothoracolumbar,6,4,0.0004,8.601002454542416,16.73677796834375
mid-thorax,6,6,0.0006,8.264530217921202,16.082033228227186
non-erosive,6,6,0.0006,8.264530217921202,16.082033228227186
synovium,6,4,0.0004,8.601002454542416,16.73677796834375
factor,6,5,0.0005,8.41868089774846,16.381996600586824
hematomas,6,6,0.0006,8.264530217921202,16.082033228227186
communicating,6,6,0.0006,8.264530217921202,16.082033228227186
streaks,6,6,0.0006,8.264530217921202,16.082033228227186
feasible,6,6,0.0006,8.264530217921202,16.082033228227186
branchial,6,6,0.0006,8.264530217921202,16.082033228227186
aneurysmal,6,6,0.0006,8.264530217921202,16.082033228227186
vegetative,6,5,0.0005,8.41868089774846,16.381996600586824
coming,6,6,0.0006,8.264530217921202,16.082033228227186
actually,6,6,0.0006,8.264530217921202,16.082033228227186
wheezing,6,5,0.0005,8.41868089774846,16.381996600586824
gut,6,5,0.0005,8.41868089774846,16.381996600586824
discrepancy,6,6,0.0006,8.264530217921202,16.082033228227186
mesocolon,6,5,0.0005,8.41868089774846,16.381996600586824
secretions,6,6,0.0006,8.264530217921202,16.082033228227186
confined,6,5,0.0005,8.41868089774846,16.381996600586824
unfortunately,6,6,0.0006,8.264530217921202,16.082033228227186
im,6,6,0.0006,8.264530217921202,16.082033228227186
tension,6,6,0.0006,8.264530217921202,16.082033228227186
alteration,6,6,0.0006,8.264530217921202,16.082033228227186
nv,6,2,0.0002,9.111828078308406,17.7307987340275
depressions,6,5,0.0005,8.41868089774846,16.381996600586824
osteoproliferation,6,6,0.0006,8.264530217921202,16.082033228227186
confluence,6,6,0.0006,8.264530217921202,16.082033228227186
clots,6,6,0.0006,8.264530217921202,16.082033228227186
anintense,6,3,0.0003,8.824146005856626,17.170995269542313
retroperitonitis,6,5,0.0005,8.41868089774846,16.381996600586824
seemingly,6,6,0.0006,8.264530217921202,16.082033228227186
rhinosinusitis,6,5,0.0005,8.41868089774846,16.381996600586824
shell,6,4,0.0004,8.601002454542416,16.73677796834375
impairment,6,5,0.0005,8.41868089774846,16.381996600586824
blades,6,6,0.0006,8.264530217921202,16.082033228227186
angles,6,6,0.0006,8.264530217921202,16.082033228227186
stenotic,6,5,0.0005,8.41868089774846,16.381996600586824
exhibiting,6,6,0.0006,8.264530217921202,16.082033228227186
ulcerations,6,5,0.0005,8.41868089774846,16.381996600586824
crural,6,5,0.0005,8.41868089774846,16.381996600586824
intralesional,6,6,0.0006,8.264530217921202,16.082033228227186
trapezius,6,5,0.0005,8.41868089774846,16.381996600586824
hypervascularity,6,6,0.0006,8.264530217921202,16.082033228227186
limping,6,5,0.0005,8.41868089774846,16.381996600586824
plus,6,5,0.0005,8.41868089774846,16.381996600586824
coated,6,5,0.0005,8.41868089774846,16.381996600586824
discern,6,6,0.0006,8.264530217921202,16.082033228227186
agasaca,6,6,0.0006,8.264530217921202,16.082033228227186
liposarcoma,6,6,0.0006,8.264530217921202,16.082033228227186
reliable,6,5,0.0005,8.41868089774846,16.381996600586824
mesojejunum,6,5,0.0005,8.41868089774846,16.381996600586824
turcica,6,6,0.0006,8.264530217921202,16.082033228227186
v-shaped,6,3,0.0003,8.824146005856626,17.170995269542313
grit,6,6,0.0006,8.264530217921202,16.082033228227186
yesterday,6,5,0.0005,8.41868089774846,16.381996600586824
difficulty,6,6,0.0006,8.264530217921202,16.082033228227186
mid-proximal,6,6,0.0006,8.264530217921202,16.082033228227186
particles,6,5,0.0005,8.41868089774846,16.381996600586824
uncollimated,6,6,0.0006,8.264530217921202,16.082033228227186
weak,6,6,0.0006,8.264530217921202,16.082033228227186
osteosclerosis,6,5,0.0005,8.41868089774846,16.381996600586824
ossifying,6,6,0.0006,8.264530217921202,16.082033228227186
dorsolaterally,6,6,0.0006,8.264530217921202,16.082033228227186
au,6,6,0.0006,8.264530217921202,16.082033228227186
hepatosplenic,6,5,0.0005,8.41868089774846,16.381996600586824
endometrial,6,6,0.0006,8.264530217921202,16.082033228227186
projects,6,6,0.0006,8.264530217921202,16.082033228227186
osteochondritis,6,6,0.0006,8.264530217921202,16.082033228227186
spec,6,6,0.0006,8.264530217921202,16.082033228227186
referred,6,5,0.0005,8.41868089774846,16.381996600586824
incisive,6,4,0.0004,8.601002454542416,16.73677796834375
dorsomedially,6,6,0.0006,8.264530217921202,16.082033228227186
physitis,6,6,0.0006,8.264530217921202,16.082033228227186
psychogenic,6,6,0.0006,8.264530217921202,16.082033228227186
transiently,6,6,0.0006,8.264530217921202,16.082033228227186
dry,6,6,0.0006,8.264530217921202,16.082033228227186
return,6,6,0.0006,8.264530217921202,16.082033228227186
engages,6,3,0.0003,8.824146005856626,17.170995269542313
elected,6,6,0.0006,8.264530217921202,16.082033228227186
exception,6,6,0.0006,8.264530217921202,16.082033228227186
acromion,6,4,0.0004,8.601002454542416,16.73677796834375
pss,6,3,0.0003,8.824146005856626,17.170995269542313
emphysematous,6,6,0.0006,8.264530217921202,16.082033228227186
soft-tissue,6,6,0.0006,8.264530217921202,16.082033228227186
recovery,6,5,0.0005,8.41868089774846,16.381996600586824
give,6,6,0.0006,8.264530217921202,16.082033228227186
pixelation,6,3,0.0003,8.824146005856626,17.170995269542313
echoes,6,6,0.0006,8.264530217921202,16.082033228227186
decision-making,6,6,0.0006,8.264530217921202,16.082033228227186
sternocephalicus,6,5,0.0005,8.41868089774846,16.381996600586824
fails,6,6,0.0006,8.264530217921202,16.082033228227186
pulled,6,5,0.0005,8.41868089774846,16.381996600586824
discerned,6,6,0.0006,8.264530217921202,16.082033228227186
well-seen,6,6,0.0006,8.264530217921202,16.082033228227186
muzzle,6,3,0.0003,8.824146005856626,17.170995269542313
old,6,6,0.0006,8.264530217921202,16.082033228227186
rhinoscopy,6,6,0.0006,8.264530217921202,16.082033228227186
sparing,6,6,0.0006,8.264530217921202,16.082033228227186
injected,6,6,0.0006,8.264530217921202,16.082033228227186
novel,6,4,0.0004,8.601002454542416,16.73677796834375
picture,6,6,0.0006,8.264530217921202,16.082033228227186
hyperattenuation,6,5,0.0005,8.41868089774846,16.381996600586824
supraspinatous,6,5,0.0005,8.41868089774846,16.381996600586824
marginal,6,4,0.0004,8.601002454542416,16.73677796834375
bursa,6,5,0.0005,8.41868089774846,16.381996600586824
polymyositis,6,6,0.0006,8.264530217921202,16.082033228227186
pellet,6,6,0.0006,8.264530217921202,16.082033228227186
paracentral,6,5,0.0005,8.41868089774846,16.381996600586824
desmitis,6,6,0.0006,8.264530217921202,16.082033228227186
avg,6,3,0.0003,8.824146005856626,17.170995269542313
elapsed,6,6,0.0006,8.264530217921202,16.082033228227186
gme,6,6,0.0006,8.264530217921202,16.082033228227186
neospora,6,6,0.0006,8.264530217921202,16.082033228227186
parent,6,4,0.0004,8.601002454542416,16.73677796834375
widest,6,6,0.0006,8.264530217921202,16.082033228227186
covers,6,6,0.0006,8.264530217921202,16.082033228227186
ischemia,6,6,0.0006,8.264530217921202,16.082033228227186
integrity,6,6,0.0006,8.264530217921202,16.082033228227186
neuron,6,6,0.0006,8.264530217921202,16.082033228227186
masked,6,6,0.0006,8.264530217921202,16.082033228227186
tl,6,6,0.0006,8.264530217921202,16.082033228227186
thyrohyoid,6,4,0.0004,8.601002454542416,16.73677796834375
non-union,6,4,0.0004,8.601002454542416,16.73677796834375
involution,6,6,0.0006,8.264530217921202,16.082033228227186
projectiles,6,5,0.0005,8.41868089774846,16.381996600586824
wrong,6,6,0.0006,8.264530217921202,16.082033228227186
valuable,6,6,0.0006,8.264530217921202,16.082033228227186
well-seated,6,6,0.0006,8.264530217921202,16.082033228227186
unavailable,6,6,0.0006,8.264530217921202,16.082033228227186
hepatofugal,6,4,0.0004,8.601002454542416,16.73677796834375
splenunculus,6,5,0.0005,8.41868089774846,16.381996600586824
admittedly,6,6,0.0006,8.264530217921202,16.082033228227186
midzone,6,6,0.0006,8.264530217921202,16.082033228227186
fractional,6,4,0.0004,8.601002454542416,16.73677796834375
bleb,6,6,0.0006,8.264530217921202,16.082033228227186
critical,6,6,0.0006,8.264530217921202,16.082033228227186
leukoaraiosis,6,6,0.0006,8.264530217921202,16.082033228227186
periventricular,6,5,0.0005,8.41868089774846,16.381996600586824
resultant,6,6,0.0006,8.264530217921202,16.082033228227186
raising,6,6,0.0006,8.264530217921202,16.082033228227186
lavage,6,6,0.0006,8.264530217921202,16.082033228227186
reassessed,6,6,0.0006,8.264530217921202,16.082033228227186
band-like,6,6,0.0006,8.264530217921202,16.082033228227186
scanning,6,5,0.0005,8.41868089774846,16.381996600586824
tracheobronchomalacia,6,6,0.0006,8.264530217921202,16.082033228227186
poorly-defined,6,6,0.0006,8.264530217921202,16.082033228227186
isoattenuation,6,6,0.0006,8.264530217921202,16.082033228227186
nulls,6,6,0.0006,8.264530217921202,16.082033228227186
protective,6,5,0.0005,8.41868089774846,16.381996600586824
multiloculated,6,6,0.0006,8.264530217921202,16.082033228227186
add,6,6,0.0006,8.264530217921202,16.082033228227186
adenomegaly,6,6,0.0006,8.264530217921202,16.082033228227186
angiography,6,6,0.0006,8.264530217921202,16.082033228227186
deposits,6,6,0.0006,8.264530217921202,16.082033228227186
impa,6,6,0.0006,8.264530217921202,16.082033228227186
circulation,6,6,0.0006,8.264530217921202,16.082033228227186
reticulated,6,5,0.0005,8.41868089774846,16.381996600586824
decreasing,6,6,0.0006,8.264530217921202,16.082033228227186
vicinity,6,6,0.0006,8.264530217921202,16.082033228227186
scatter,6,6,0.0006,8.264530217921202,16.082033228227186
centralized,6,4,0.0004,8.601002454542416,16.73677796834375
bandage,6,6,0.0006,8.264530217921202,16.082033228227186
discretion,6,6,0.0006,8.264530217921202,16.082033228227186
sitting,6,6,0.0006,8.264530217921202,16.082033228227186
incontinence,6,6,0.0006,8.264530217921202,16.082033228227186
pleurocentesis,6,6,0.0006,8.264530217921202,16.082033228227186
space-occupying,6,6,0.0006,8.264530217921202,16.082033228227186
allowing,6,5,0.0005,8.41868089774846,16.381996600586824
leukemia,6,6,0.0006,8.264530217921202,16.082033228227186
impaction,6,6,0.0006,8.264530217921202,16.082033228227186
extremely,6,6,0.0006,8.264530217921202,16.082033228227186
accentuation,6,6,0.0006,8.264530217921202,16.082033228227186
musculotendinous,6,3,0.0003,8.824146005856626,17.170995269542313
plastic,6,6,0.0006,8.264530217921202,16.082033228227186
limitations,6,5,0.0005,8.41868089774846,16.381996600586824
extramural,6,5,0.0005,8.41868089774846,16.381996600586824
pressures,6,5,0.0005,8.41868089774846,16.381996600586824
replacement,6,4,0.0004,8.601002454542416,16.73677796834375
infestation,6,3,0.0003,8.824146005856626,17.170995269542313
antibiotics,6,6,0.0006,8.264530217921202,16.082033228227186
esophagram,5,5,0.0005,8.41868089774846,15.084251216950147
nail,5,4,0.0004,8.601002454542416,15.410927592780116
gyrus,5,2,0.0002,9.111828078308406,16.326204241287158
contrast-enhanced,5,5,0.0005,8.41868089774846,15.084251216950147
unorganized,5,5,0.0005,8.41868089774846,15.084251216950147
lh,5,4,0.0004,8.601002454542416,15.410927592780116
tick-borne,5,5,0.0005,8.41868089774846,15.084251216950147
inserted,5,5,0.0005,8.41868089774846,15.084251216950147
prognosis,5,5,0.0005,8.41868089774846,15.084251216950147
choroid,5,3,0.0003,8.824146005856626,15.81074716384453
think,5,3,0.0003,8.824146005856626,15.81074716384453
nsaid,5,5,0.0005,8.41868089774846,15.084251216950147
wasting,5,5,0.0005,8.41868089774846,15.084251216950147
well-aligned,5,5,0.0005,8.41868089774846,15.084251216950147
subarticular,5,5,0.0005,8.41868089774846,15.084251216950147
shares,5,5,0.0005,8.41868089774846,15.084251216950147
initiated,5,5,0.0005,8.41868089774846,15.084251216950147
microchip,5,4,0.0004,8.601002454542416,15.410927592780116
calcifying,5,5,0.0005,8.41868089774846,15.084251216950147
backed,5,4,0.0004,8.601002454542416,15.410927592780116
thicknesses,5,5,0.0005,8.41868089774846,15.084251216950147
cpli,5,5,0.0005,8.41868089774846,15.084251216950147
terminate,5,5,0.0005,8.41868089774846,15.084251216950147
mailto,5,5,0.0005,8.41868089774846,15.084251216950147
cingulate,5,2,0.0002,9.111828078308406,16.326204241287158
addison,5,4,0.0004,8.601002454542416,15.410927592780116
mildy,5,5,0.0005,8.41868089774846,15.084251216950147
supply,5,4,0.0004,8.601002454542416,15.410927592780116
mid-urinary,5,4,0.0004,8.601002454542416,15.410927592780116
fat-attenuating,5,4,0.0004,8.601002454542416,15.410927592780116
non-diagnostic,5,5,0.0005,8.41868089774846,15.084251216950147
estrus,5,5,0.0005,8.41868089774846,15.084251216950147
ivsd,5,5,0.0005,8.41868089774846,15.084251216950147
engage,5,2,0.0002,9.111828078308406,16.326204241287158
ivss,5,5,0.0005,8.41868089774846,15.084251216950147
lvidd,5,5,0.0005,8.41868089774846,15.084251216950147
lvids,5,5,0.0005,8.41868089774846,15.084251216950147
optimal,5,3,0.0003,8.824146005856626,15.81074716384453
extracalvarial,5,5,0.0005,8.41868089774846,15.084251216950147
fontanelles,5,2,0.0002,9.111828078308406,16.326204241287158
characteristic,5,5,0.0005,8.41868089774846,15.084251216950147
radiate,5,5,0.0005,8.41868089774846,15.084251216950147
preserve,5,5,0.0005,8.41868089774846,15.084251216950147
extremities,5,5,0.0005,8.41868089774846,15.084251216950147
thyrotoxic,5,5,0.0005,8.41868089774846,15.084251216950147
retropulsed,5,5,0.0005,8.41868089774846,15.084251216950147
acetabuli,5,5,0.0005,8.41868089774846,15.084251216950147
cranial-mid,5,5,0.0005,8.41868089774846,15.084251216950147
morgan,5,5,0.0005,8.41868089774846,15.084251216950147
bubbly,5,4,0.0004,8.601002454542416,15.410927592780116
prednisolone,5,2,0.0002,9.111828078308406,16.326204241287158
entrapment,5,5,0.0005,8.41868089774846,15.084251216950147
adrenalectomy,5,3,0.0003,8.824146005856626,15.81074716384453
m-mode,5,5,0.0005,8.41868089774846,15.084251216950147
attachments,5,5,0.0005,8.41868089774846,15.084251216950147
non-active,5,5,0.0005,8.41868089774846,15.084251216950147
fibrosing,5,5,0.0005,8.41868089774846,15.084251216950147
sarcomatosis,5,5,0.0005,8.41868089774846,15.084251216950147
jets,5,5,0.0005,8.41868089774846,15.084251216950147
uremia,5,5,0.0005,8.41868089774846,15.084251216950147
normalities,5,5,0.0005,8.41868089774846,15.084251216950147
splint,5,3,0.0003,8.824146005856626,15.81074716384453
easily,5,5,0.0005,8.41868089774846,15.084251216950147
ciliary,5,4,0.0004,8.601002454542416,15.410927592780116
maritato,5,3,0.0003,8.824146005856626,15.81074716384453
reasonable,5,5,0.0005,8.41868089774846,15.084251216950147
gaseous,5,5,0.0005,8.41868089774846,15.084251216950147
herniates,5,5,0.0005,8.41868089774846,15.084251216950147
densely,5,4,0.0004,8.601002454542416,15.410927592780116
gradient,5,5,0.0005,8.41868089774846,15.084251216950147
parasites,5,4,0.0004,8.601002454542416,15.410927592780116
post-urinary,5,3,0.0003,8.824146005856626,15.81074716384453
rads,5,5,0.0005,8.41868089774846,15.084251216950147
gas-dilatation,5,5,0.0005,8.41868089774846,15.084251216950147
granulomatosis,5,3,0.0003,8.824146005856626,15.81074716384453
extra,5,5,0.0005,8.41868089774846,15.084251216950147
manubrium,5,5,0.0005,8.41868089774846,15.084251216950147
acth,5,5,0.0005,8.41868089774846,15.084251216950147
developed,5,5,0.0005,8.41868089774846,15.084251216950147
string,5,4,0.0004,8.601002454542416,15.410927592780116
solely,5,5,0.0005,8.41868089774846,15.084251216950147
reticulonodular,5,5,0.0005,8.41868089774846,15.084251216950147
luxating,5,5,0.0005,8.41868089774846,15.084251216950147
paraparesis,5,5,0.0005,8.41868089774846,15.084251216950147
microhepatica,5,5,0.0005,8.41868089774846,15.084251216950147
outpouching,5,4,0.0004,8.601002454542416,15.410927592780116
timestamped,5,4,0.0004,8.601002454542416,15.410927592780116
urinate,5,5,0.0005,8.41868089774846,15.084251216950147
deciduous,5,5,0.0005,8.41868089774846,15.084251216950147
artifactually,5,5,0.0005,8.41868089774846,15.084251216950147
rheumatoid,5,5,0.0005,8.41868089774846,15.084251216950147
variants,5,5,0.0005,8.41868089774846,15.084251216950147
duration,5,5,0.0005,8.41868089774846,15.084251216950147
nephrectomy,5,3,0.0003,8.824146005856626,15.81074716384453
catheters,5,3,0.0003,8.824146005856626,15.81074716384453
mateiral,5,5,0.0005,8.41868089774846,15.084251216950147
spurs,5,5,0.0005,8.41868089774846,15.084251216950147
comment,5,5,0.0005,8.41868089774846,15.084251216950147
weakness,5,5,0.0005,8.41868089774846,15.084251216950147
pv,5,5,0.0005,8.41868089774846,15.084251216950147
craniomedially,5,5,0.0005,8.41868089774846,15.084251216950147
calyces,5,4,0.0004,8.601002454542416,15.410927592780116
hit,5,5,0.0005,8.41868089774846,15.084251216950147
car,5,5,0.0005,8.41868089774846,15.084251216950147
crimp,5,5,0.0005,8.41868089774846,15.084251216950147
positive-contrast,5,3,0.0003,8.824146005856626,15.81074716384453
arteritis,5,4,0.0004,8.601002454542416,15.410927592780116
burden,5,4,0.0004,8.601002454542416,15.410927592780116
polystomatic,5,3,0.0003,8.824146005856626,15.81074716384453
positions,5,4,0.0004,8.601002454542416,15.410927592780116
swallow,5,5,0.0005,8.41868089774846,15.084251216950147
spacing,5,4,0.0004,8.601002454542416,15.410927592780116
osteitis,5,5,0.0005,8.41868089774846,15.084251216950147
upright,5,5,0.0005,8.41868089774846,15.084251216950147
discussed,5,4,0.0004,8.601002454542416,15.410927592780116
resected,5,5,0.0005,8.41868089774846,15.084251216950147
glomerular,5,2,0.0002,9.111828078308406,16.326204241287158
unstable,5,5,0.0005,8.41868089774846,15.084251216950147
agent,5,5,0.0005,8.41868089774846,15.084251216950147
pouch,5,4,0.0004,8.601002454542416,15.410927592780116
contacting,5,5,0.0005,8.41868089774846,15.084251216950147
jessica,5,5,0.0005,8.41868089774846,15.084251216950147
biventricular,5,5,0.0005,8.41868089774846,15.084251216950147
restraint,5,5,0.0005,8.41868089774846,15.084251216950147
written,5,5,0.0005,8.41868089774846,15.084251216950147
showed,5,4,0.0004,8.601002454542416,15.410927592780116
abduction,5,4,0.0004,8.601002454542416,15.410927592780116
posterior,5,3,0.0003,8.824146005856626,15.81074716384453
w-flair,5,5,0.0005,8.41868089774846,15.084251216950147
contractions,5,5,0.0005,8.41868089774846,15.084251216950147
cutback,5,5,0.0005,8.41868089774846,15.084251216950147
inciting,5,5,0.0005,8.41868089774846,15.084251216950147
aggregates,5,5,0.0005,8.41868089774846,15.084251216950147
w-hypointense,5,2,0.0002,9.111828078308406,16.326204241287158
hyperparathyroidism,5,4,0.0004,8.601002454542416,15.410927592780116
cornea,5,3,0.0003,8.824146005856626,15.81074716384453
caudalization,5,5,0.0005,8.41868089774846,15.084251216950147
ductus,5,5,0.0005,8.41868089774846,15.084251216950147
deep-chested,5,4,0.0004,8.601002454542416,15.410927592780116
persisting,5,5,0.0005,8.41868089774846,15.084251216950147
laryngitis,5,5,0.0005,8.41868089774846,15.084251216950147
sag,5,4,0.0004,8.601002454542416,15.410927592780116
muo,5,5,0.0005,8.41868089774846,15.084251216950147
neovascularization,5,5,0.0005,8.41868089774846,15.084251216950147
microhemorrhages,5,5,0.0005,8.41868089774846,15.084251216950147
contrast-enhance,5,5,0.0005,8.41868089774846,15.084251216950147
ie,5,5,0.0005,8.41868089774846,15.084251216950147
patch,5,4,0.0004,8.601002454542416,15.410927592780116
polyarthritis,5,4,0.0004,8.601002454542416,15.410927592780116
intertrochanteric,5,5,0.0005,8.41868089774846,15.084251216950147
baja,5,4,0.0004,8.601002454542416,15.410927592780116
attempts,5,5,0.0005,8.41868089774846,15.084251216950147
ursodiol,5,5,0.0005,8.41868089774846,15.084251216950147
hypomotility,5,5,0.0005,8.41868089774846,15.084251216950147
